Musteri_ID,telefon,Ad_Soyad,Cinsiyet,Yas_Grubu,Magaza_Tipi,Mevsim,Hafta_Ici_Hafta_Sonu,Islem_Saati_Dilimi,Sadakat_Puani,Promosyon_Hassasiyeti_Skoru,Gecen_Gun_Sayisi,Coklu_Kategori_Alim_Skoru,Sepet_Tutari_TL,Makyaj_Alisveris_Sayisi,Gecen_Gun_Makyaj,Makyaj_Ort_Alim_Araligi,Makyaj_Tuketim_Orani,Cilt_Bakimi_Alisveris_Sayisi,Gecen_Gun_Cilt_Bakimi,Cilt_Bakimi_Ort_Alim_Araligi,Cilt_Bakimi_Tuketim_Orani,Agiz_Bakimi_Alisveris_Sayisi,Gecen_Gun_Agiz_Bakimi,Agiz_Bakimi_Ort_Alim_Araligi,Agiz_Bakimi_Tuketim_Orani,Parfum_Alisveris_Sayisi,Gecen_Gun_Parfum,Parfum_Ort_Alim_Araligi,Parfum_Tuketim_Orani,Sac_Bakimi_Alisveris_Sayisi,Gecen_Gun_Sac_Bakimi,Sac_Bakimi_Ort_Alim_Araligi,Sac_Bakimi_Tuketim_Orani,Vucut_Bakimi_Banyo_Alisveris_Sayisi,Gecen_Gun_Vucut_Bakimi_Banyo,Vucut_Bakimi_Banyo_Ort_Alim_Araligi,Vucut_Bakimi_Banyo_Tuketim_Orani,El_Ayak_Bakimi_Alisveris_Sayisi,Gecen_Gun_El_Ayak_Bakimi,El_Ayak_Bakimi_Ort_Alim_Araligi,El_Ayak_Bakimi_Tuketim_Orani,Gunes_Bronzlasma_Alisveris_Sayisi,Gecen_Gun_Gunes_Bronzlasma,Gunes_Bronzlasma_Ort_Alim_Araligi,Gunes_Bronzlasma_Tuketim_Orani,Aksesuar_Guzellik_Aletleri_Alisveris_Sayisi,Gecen_Gun_Aksesuar_Guzellik_Aletleri,Aksesuar_Guzellik_Aletleri_Ort_Alim_Araligi,Aksesuar_Guzellik_Aletleri_Tuketim_Orani,Erkek_Bakim_Alisveris_Sayisi,Gecen_Gun_Erkek_Bakim,Erkek_Bakim_Ort_Alim_Araligi,Erkek_Bakim_Tuketim_Orani,Onerilen_Kategori,Onerilen_Urun,Teklif_Kabul
MST-02549,05525563653,Bahar Özdemir,Kadın,35-49,Cadde,Yaz,0,Öğle,4471,0.23,93,0.94,3646.27,8,37,53,0.7,3,14,51,0.27,3,9,30,0.3,3,74,48,1.54,4,75,47,1.6,4,14,16,0.88,2,13,38,0.34,3,89,28,3.18,0,0,0,0.0,0,0,0,0.0,Saç Bakımı,Saç Bakım Yağı,1
MST-02550,05351685503,Bahar Özkan,Kadın,35-49,Cadde,Yaz,1,Akşam,1363,0.21,105,0.72,3909.61,7,64,31,2.06,3,11,39,0.28,2,49,50,0.98,3,40,15,2.67,5,6,38,0.16,3,25,53,0.47,1,41,0,0.0,5,33,23,1.43,1,70,0,0.0,0,0,0,0.0,Vücut Bakımı & Banyo,Vücut Losyonu,1
MST-02551,05321337283,Ece Doğan,Kadın,50+,AVM,Yaz,0,Akşam,1010,0.27,26,0.41,2916.8,1,17,0,0.0,1,10,0,0.0,3,22,43,0.51,1,14,0,0.0,4,61,44,1.39,1,78,0,0.0,1,53,0,0.0,3,9,41,0.22,2,27,37,0.73,0,0,0,0.0,Aksesuar & Güzellik Aletleri,Cımbız,1
MST-02552,05305777421,Kübra Öztürk,Kadın,25-34,AVM,Yaz,1,Akşam,4811,0.84,106,0.11,4089.44,10,21,44,0.48,0,0,0,0.0,3,37,41,0.9,3,47,49,0.96,3,67,57,1.18,5,8,45,0.18,5,50,26,1.92,3,80,20,4.0,0,0,0,0.0,0,0,0,0.0,El & Ayak Bakımı,Oje,1
MST-02553,05446696390,Serkan Yıldırım,Erkek,25-34,AVM,Kış,0,Öğle,1256,0.13,102,0.82,3154.23,0,0,0,0.0,4,57,58,0.98,5,60,43,1.4,4,63,24,2.62,4,62,40,1.55,4,62,19,3.26,5,51,25,2.04,3,9,52,0.17,2,27,32,0.84,7,52,56,0.93,Erkek Bakım,Tıraş Sonrası Losyon,1
MST-02554,05423497934,Arda Kılıç,Erkek,25-34,Cadde,İlkbahar,0,Öğle,1127,0.76,81,0.97,3560.03,0,0,0,0.0,4,6,48,0.12,5,12,42,0.29,5,7,47,0.15,4,19,58,0.33,0,0,0,0.0,0,0,0,0.0,2,15,15,1.0,4,80,34,2.35,4,19,20,0.95,Saç Bakımı,Kuru Şampuan,0
MST-02555,05351578110,Aslı Yılmaz,Kadın,25-34,Cadde,Sonbahar,1,Gece,1023,0.15,76,0.98,3131.85,1,52,0,0.0,2,17,26,0.65,5,36,46,0.78,2,11,28,0.39,0,0,0,0.0,2,67,21,3.19,5,68,17,4.0,4,64,46,1.39,1,57,0,0.0,0,0,0,0.0,Parfüm,EDT Parfüm,0
MST-02556,05355602606,Onur Yıldız,Erkek,25-34,AVM,Sonbahar,1,Sabah,3694,0.63,92,0.48,3942.61,0,0,0,0.0,0,0,0,0.0,5,42,41,1.02,4,31,20,1.55,1,32,0,0.0,3,48,54,0.89,1,86,0,0.0,1,9,0,0.0,4,33,53,0.62,4,58,25,2.32,Erkek Bakım,Tıraş Köpüğü,1
MST-02557,05429284578,Gamze Koç,Kadın,18-24,Cadde,Kış,0,Gece,2784,0.8,9,0.16,1119.57,0,0,0,0.0,2,59,53,1.11,1,81,0,0.0,5,57,34,1.68,5,85,33,2.58,5,82,45,1.82,0,0,0,0.0,3,50,28,1.79,5,12,44,0.27,0,0,0,0.0,Güneş & Bronzlaşma,Yüz Güneş Kremi,0
MST-02558,05305343699,Elif Kurt,Kadın,25-34,Cadde,Yaz,0,Öğle,4316,0.31,96,0.38,3455.51,3,12,39,0.31,4,47,33,1.42,3,2,59,0.03,3,26,26,1.0,2,31,50,0.62,3,23,21,1.1,0,0,0,0.0,4,22,33,0.67,2,44,37,1.19,0,0,0,0.0,Vücut Bakımı & Banyo,Duş Jeli,1
MST-02559,05428153314,Zeynep Koç,Kadın,25-34,Cadde,İlkbahar,1,Akşam,1049,0.28,98,0.38,659.63,10,46,50,0.92,1,4,0,0.0,5,31,22,1.41,2,60,41,1.46,0,0,0,0.0,1,66,0,0.0,5,36,26,1.38,3,52,55,0.95,3,53,30,1.77,0,0,0,0.0,Makyaj,BB/CC Krem,1
MST-02560,05327926767,Melike Arslan,Kadın,35-49,AVM,Yaz,1,Sabah,2301,0.36,80,0.19,550.17,5,70,35,2.0,5,26,43,0.6,1,20,0,0.0,0,0,0,0.0,0,0,0,0.0,2,56,46,1.22,1,24,0,0.0,3,79,26,3.04,0,0,0,0.0,0,0,0,0.0,Cilt Bakımı,Misel Su,0
MST-02561,05423906492,Ali Koç,Erkek,35-49,Cadde,Kış,0,Sabah,4921,0.73,48,0.57,2288.56,0,0,0,0.0,0,0,0,0.0,2,38,18,2.11,3,70,29,2.41,3,35,41,0.85,3,70,43,1.63,5,73,24,3.04,2,1,34,0.03,4,54,27,2.0,3,49,47,1.04,Erkek Bakım,Tıraş Sonrası Losyon,1
MST-02562,05304534150,Kübra Kurt,Kadın,25-34,AVM,Sonbahar,0,Öğle,1154,0.33,118,0.64,1456.03,11,87,57,1.53,0,0,0,0.0,0,0,0,0.0,3,84,42,2.0,3,13,32,0.41,3,84,37,2.27,4,19,24,0.79,5,40,47,0.85,2,16,45,0.36,0,0,0,0.0,Cilt Bakımı,Misel Su,0
MST-02563,05356686321,Aslı Aydın,Kadın,18-24,Cadde,Kış,1,Akşam,29,0.55,31,0.76,2600.61,0,0,0,0.0,2,67,59,1.14,1,72,0,0.0,0,0,0,0.0,3,39,26,1.5,0,0,0,0.0,4,8,31,0.26,4,71,51,1.39,5,25,19,1.32,0,0,0,0.0,Cilt Bakımı,Kağıt Maske,0
MST-02564,05301122019,Selin Kılıç,Kadın,35-49,Cadde,Sonbahar,1,Öğle,786,0.22,55,0.15,3098.14,7,57,15,3.8,2,11,51,0.22,5,16,26,0.62,3,43,16,2.69,2,76,20,3.8,3,5,22,0.23,4,2,37,0.05,3,74,43,1.72,2,82,57,1.44,0,0,0,0.0,Cilt Bakımı,Temizleme Jeli,1
MST-02565,05442765317,Aslı Kara,Kadın,25-34,AVM,İlkbahar,1,Akşam,4105,0.52,91,0.35,1135.55,6,20,24,0.83,1,84,0,0.0,0,0,0,0.0,2,79,28,2.82,3,87,15,5.8,3,81,31,2.61,4,30,29,1.03,2,88,39,2.26,4,43,25,1.72,0,0,0,0.0,Makyaj,Dudak Parlatıcısı,0
MST-02566,05329202637,Sümeyye Arslan,Kadın,35-49,Cadde,Sonbahar,0,Öğle,3160,0.66,93,0.42,3194.68,6,68,39,1.74,0,0,0,0.0,2,3,38,0.08,0,0,0,0.0,1,58,0,0.0,2,76,46,1.65,1,30,0,0.0,0,0,0,0.0,2,12,29,0.41,0,0,0,0.0,Vücut Bakımı & Banyo,Duş Jeli,1
MST-02567,05444127022,Selin Çetin,Kadın,50+,Cadde,İlkbahar,0,Öğle,1170,0.16,1,0.9,4480.25,6,85,36,2.36,4,52,26,2.0,0,0,0,0.0,0,0,0,0.0,2,3,57,0.05,1,5,0,0.0,5,44,29,1.52,3,39,30,1.3,4,54,29,1.86,0,0,0,0.0,Ağız Bakımı,Diş İpi,0
MST-02568,05529982339,Aslı Yılmaz,Kadın,18-24,AVM,Yaz,1,Gece,3198,0.83,91,0.91,3455.8,4,44,22,2.0,4,29,34,0.85,4,33,56,0.59,1,10,0,0.0,4,17,15,1.13,2,8,53,0.15,0,0,0,0.0,0,0,0,0.0,3,80,45,1.78,0,0,0,0.0,Vücut Bakımı & Banyo,Duş Jeli,0
MST-02569,05358780047,Efe Çelik,Erkek,35-49,AVM,Yaz,0,Akşam,2745,0.94,117,0.33,905.97,0,0,0,0.0,3,2,47,0.04,4,70,21,3.33,3,50,28,1.79,2,58,50,1.16,2,15,42,0.36,3,38,21,1.81,1,50,0,0.0,4,8,19,0.42,2,35,48,0.73,Saç Bakımı,Şampuan,1
MST-02570,05425290447,Onur Demir,Erkek,18-24,AVM,Kış,0,Akşam,1364,0.27,96,0.54,2906.58,0,0,0,0.0,4,68,23,2.96,5,18,46,0.39,1,78,0,0.0,4,86,42,2.05,3,78,34,2.29,0,0,0,0.0,2,35,43,0.81,1,17,0,0.0,0,0,0,0.0,Saç Bakımı,Saç Kremi,1
MST-02571,05521144771,İrem Öztürk,Kadın,25-34,Cadde,İlkbahar,0,Öğle,1541,0.78,59,0.48,191.26,10,31,26,1.19,5,49,16,3.06,2,4,20,0.2,2,9,48,0.19,0,0,0,0.0,3,48,32,1.5,0,0,0,0.0,0,0,0,0.0,3,84,35,2.4,0,0,0,0.0,Cilt Bakımı,Misel Su,0
MST-02572,05446749593,Kerem Arslan,Erkek,25-34,Cadde,Yaz,0,Öğle,4146,0.38,11,0.57,2193.27,0,0,0,0.0,5,21,42,0.5,3,44,33,1.33,5,88,31,2.84,4,29,36,0.81,2,24,29,0.83,3,36,39,0.92,4,70,59,1.19,0,0,0,0.0,6,40,40,1.0,Erkek Bakım,Tıraş Köpüğü,1
MST-02573,05422820908,Gamze Doğan,Kadın,18-24,AVM,İlkbahar,0,Gece,4493,0.71,117,0.36,2469.88,8,84,26,3.23,3,17,48,0.35,3,35,32,1.09,2,83,42,1.98,2,7,57,0.12,5,44,53,0.83,2,9,15,0.6,4,41,21,1.95,3,66,38,1.74,0,0,0,0.0,Makyaj,Aydınlatıcı,1
MST-02574,05329499970,Ceren Kurt,Kadın,35-49,AVM,Yaz,1,Öğle,313,0.38,99,0.52,4379.84,1,54,0,0.0,3,77,35,2.2,1,34,0,0.0,0,0,0,0.0,1,51,0,0.0,1,52,0,0.0,2,3,55,0.05,5,73,23,3.17,5,62,15,4.13,0,0,0,0.0,Parfüm,EDP Parfüm,0
MST-02575,05526533831,Ayşe Aydın,Kadın,18-24,AVM,Yaz,1,Akşam,2695,0.88,2,0.23,3356.84,0,0,0,0.0,2,3,33,0.09,5,37,57,0.65,1,20,0,0.0,1,68,0,0.0,4,65,20,3.25,4,55,43,1.28,2,22,49,0.45,0,0,0,0.0,0,0,0,0.0,Makyaj,Dudak Parlatıcısı,0
MST-02576,05555370602,Sümeyye Özdemir,Kadın,18-24,AVM,Sonbahar,0,Öğle,4609,0.41,46,0.74,3220.93,7,23,22,1.05,4,42,28,1.5,4,16,51,0.31,3,51,47,1.09,4,64,28,2.29,0,0,0,0.0,5,23,17,1.35,1,22,0,0.0,4,54,38,1.42,0,0,0,0.0,Cilt Bakımı,Yüz Kremi,1
MST-02577,05555667592,Mustafa Kılıç,Erkek,25-34,AVM,Kış,0,Gece,529,0.86,1,0.43,2465.96,0,0,0,0.0,3,48,31,1.55,1,60,0,0.0,2,15,50,0.3,2,11,30,0.37,4,81,49,1.65,1,55,0,0.0,3,74,47,1.57,3,35,19,1.84,4,2,49,0.04,Erkek Bakım,Erkek Deodorant,0
MST-02578,05558284268,Deniz Demir,Kadın,35-49,AVM,Sonbahar,0,Öğle,4955,0.79,70,0.59,2382.32,3,52,51,1.02,4,31,19,1.63,2,81,37,2.19,1,53,0,0.0,4,35,26,1.35,0,0,0,0.0,2,8,37,0.22,0,0,0,0.0,1,38,0,0.0,0,0,0,0.0,Parfüm,EDT Parfüm,1
MST-02579,05324050999,Bahar Yıldız,Kadın,50+,AVM,İlkbahar,1,Öğle,2466,0.28,71,0.64,4465.56,9,83,30,2.77,4,1,35,0.03,0,0,0,0.0,0,0,0,0.0,4,59,53,1.11,0,0,0,0.0,3,14,29,0.48,4,26,35,0.74,0,0,0,0.0,0,0,0,0.0,Parfüm,Vücut Spreyi (Body Mist),0
MST-02580,05424051622,Defne Arslan,Kadın,35-49,AVM,Yaz,0,Akşam,2241,0.24,66,0.85,242.52,8,50,50,1.0,4,87,36,2.42,5,11,35,0.31,4,64,37,1.73,0,0,0,0.0,1,60,0,0.0,2,13,46,0.28,0,0,0,0.0,3,64,15,4.27,0,0,0,0.0,Güneş & Bronzlaşma,Vücut Güneş Kremi,1
MST-02581,05321775292,Ece Yıldırım,Kadın,25-34,Cadde,Kış,1,Gece,311,0.8,2,0.17,1468.95,4,71,32,2.22,1,69,0,0.0,5,34,27,1.26,0,0,0,0.0,2,82,37,2.22,1,88,0,0.0,1,12,0,0.0,4,53,58,0.91,4,59,42,1.4,0,0,0,0.0,Güneş & Bronzlaşma,Bronzlaştırıcı Yağ,0
MST-02582,05303333647,Tolga Aydın,Erkek,25-34,Cadde,Yaz,0,Gece,995,0.45,111,0.53,731.96,0,0,0,0.0,3,1,34,0.03,4,58,16,3.62,5,59,39,1.51,4,6,32,0.19,0,0,0,0.0,2,75,34,2.21,4,82,43,1.91,3,53,52,1.02,5,13,27,0.48,Saç Bakımı,Kuru Şampuan,0
MST-02583,05357572829,Büşra Yıldırım,Kadın,18-24,Cadde,Yaz,0,Akşam,2523,0.95,117,0.9,1520.13,0,0,0,0.0,5,80,42,1.9,3,89,16,5.56,0,0,0,0.0,3,87,21,4.14,5,50,22,2.27,5,12,22,0.55,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,Makyaj,Maskara,0
MST-02584,05321189073,Defne Yıldırım,Kadın,18-24,Cadde,Sonbahar,1,Akşam,2631,0.95,69,0.4,2166.75,0,0,0,0.0,4,75,46,1.63,1,48,0,0.0,1,21,0,0.0,3,16,19,0.84,0,0,0,0.0,0,0,0,0.0,5,32,16,2.0,2,11,46,0.24,0,0,0,0.0,Ağız Bakımı,Diş Macunu,1
MST-02585,05328115972,Sümeyye Öztürk,Kadın,25-34,AVM,İlkbahar,0,Akşam,263,0.72,13,0.5,1637.41,6,9,21,0.43,2,36,59,0.61,0,0,0,0.0,4,28,27,1.04,3,87,52,1.67,2,22,47,0.47,0,0,0,0.0,2,14,33,0.42,3,49,27,1.81,0,0,0,0.0,Cilt Bakımı,Misel Su,1
MST-02586,05445414011,Kübra Yıldırım,Kadın,25-34,AVM,Kış,0,Akşam,3852,0.55,19,0.18,4337.77,0,0,0,0.0,1,80,0,0.0,3,72,48,1.5,3,38,47,0.81,4,35,56,0.62,0,0,0,0.0,0,0,0,0.0,2,46,45,1.02,0,0,0,0.0,0,0,0,0.0,Parfüm,EDT Parfüm,0
MST-02587,05322085610,Sümeyye Yıldırım,Kadın,25-34,AVM,Kış,0,Akşam,20,0.28,83,0.78,3110.56,5,75,48,1.56,3,59,42,1.4,3,68,55,1.24,0,0,0,0.0,2,6,16,0.38,1,23,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,Ağız Bakımı,Diş Fırçası,1
MST-02588,05529181932,Sümeyye Şimşek,Kadın,35-49,Cadde,Kış,0,Öğle,2524,0.89,47,0.18,3317.0,6,7,59,0.12,0,0,0,0.0,5,6,24,0.25,0,0,0,0.0,0,0,0,0.0,2,62,30,2.07,0,0,0,0.0,3,9,16,0.56,3,7,51,0.14,0,0,0,0.0,Cilt Bakımı,Cilt Serumu,1
MST-02589,05554858884,Ece Şahin,Kadın,25-34,Cadde,İlkbahar,0,Akşam,4644,0.17,1,0.67,3378.97,10,21,50,0.42,3,76,47,1.62,2,88,51,1.73,4,69,58,1.19,3,15,31,0.48,0,0,0,0.0,4,23,17,1.35,1,37,0,0.0,5,16,52,0.31,0,0,0,0.0,Cilt Bakımı,Misel Su,1
MST-02590,05526300101,Elif Çelik,Kadın,18-24,Cadde,Kış,0,Akşam,1196,0.43,99,0.44,4061.64,9,53,51,1.04,1,4,0,0.0,3,84,46,1.83,3,71,38,1.87,4,9,55,0.16,2,81,30,2.7,4,20,41,0.49,5,71,18,3.94,4,5,23,0.22,0,0,0,0.0,Ağız Bakımı,Ağız Çalkalama Suyu,1
MST-02591,05327932973,Mustafa Kara,Erkek,18-24,Cadde,İlkbahar,1,Akşam,3133,0.39,18,0.4,3490.88,0,0,0,0.0,2,49,49,1.0,3,3,39,0.08,0,0,0,0.0,4,46,27,1.7,3,5,17,0.29,4,48,45,1.07,2,51,29,1.76,4,69,48,1.44,3,45,41,1.1,Saç Bakımı,Saç Kremi,1
MST-02592,05421576515,Serkan Yılmaz,Erkek,35-49,Cadde,Kış,1,Akşam,205,0.96,113,0.63,220.49,0,0,0,0.0,1,41,0,0.0,3,58,38,1.53,0,0,0,0.0,2,8,23,0.35,0,0,0,0.0,3,35,32,1.09,4,78,28,2.79,2,43,57,0.75,3,41,37,1.11,Erkek Bakım,Erkek Deodorant,1
MST-02593,05445287382,Bahar Kaya,Kadın,35-49,AVM,Yaz,1,Öğle,1636,0.21,32,0.61,1287.07,2,52,26,2.0,4,60,56,1.07,0,0,0,0.0,1,29,0,0.0,4,33,26,1.27,0,0,0,0.0,5,27,33,0.82,4,19,33,0.58,2,65,34,1.91,0,0,0,0.0,Saç Bakımı,Kuru Şampuan,1
MST-02594,05526021983,Defne Doğan,Kadın,35-49,AVM,İlkbahar,0,Öğle,630,0.9,96,0.46,4452.6,11,76,25,3.04,5,72,50,1.44,0,0,0,0.0,5,78,18,4.33,2,26,22,1.18,1,72,0,0.0,3,61,16,3.81,3,17,18,0.94,2,6,47,0.13,0,0,0,0.0,El & Ayak Bakımı,Ayak Törpüsü,1
MST-02595,05322985681,Gizem Arslan,Kadın,18-24,AVM,Sonbahar,1,Öğle,2226,0.51,117,0.35,2986.74,1,69,0,0.0,5,72,58,1.24,3,83,53,1.57,1,68,0,0.0,0,0,0,0.0,2,69,17,4.06,4,54,35,1.54,0,0,0,0.0,1,13,0,0.0,0,0,0,0.0,Saç Bakımı,Saç Kremi,1
MST-02596,05553561913,Efe Özkan,Erkek,50+,AVM,Kış,0,Öğle,2389,0.14,72,0.56,446.31,0,0,0,0.0,1,21,0,0.0,5,1,48,0.02,2,82,52,1.58,0,0,0,0.0,2,31,58,0.53,2,2,29,0.07,3,86,57,1.51,2,41,35,1.17,7,57,58,0.98,Ağız Bakımı,Ağız Çalkalama Suyu,0
MST-02597,05302549317,Kübra Kara,Kadın,18-24,Cadde,Sonbahar,0,Öğle,4535,0.76,11,0.34,2179.88,11,37,25,1.48,0,0,0,0.0,2,3,40,0.08,1,48,0,0.0,4,26,26,1.0,0,0,0,0.0,1,46,0,0.0,0,0,0,0.0,4,87,40,2.17,0,0,0,0.0,Parfüm,Vücut Spreyi (Body Mist),0
MST-02598,05354486142,Büşra Koç,Kadın,18-24,AVM,İlkbahar,0,Gece,1098,0.19,20,0.19,4416.63,11,78,23,3.39,0,0,0,0.0,3,23,56,0.41,3,22,40,0.55,1,68,0,0.0,0,0,0,0.0,0,0,0,0.0,4,72,44,1.64,3,23,53,0.43,0,0,0,0.0,Makyaj,Ruj,0
MST-02599,05352559657,Kübra Kılıç,Kadın,50+,AVM,Yaz,1,Akşam,289,0.31,8,0.82,4468.85,0,0,0,0.0,4,79,57,1.39,4,1,53,0.02,2,30,39,0.77,0,0,0,0.0,1,45,0,0.0,5,21,21,1.0,5,41,58,0.71,5,28,23,1.22,0,0,0,0.0,Saç Bakımı,Saç Maskesi,0
MST-02600,05359196906,Sümeyye Özkan,Kadın,18-24,AVM,Sonbahar,0,Akşam,2604,0.82,92,0.73,2031.14,10,79,22,3.59,4,78,40,1.95,4,5,19,0.26,1,62,0,0.0,2,88,50,1.76,5,88,44,2.0,5,57,58,0.98,3,48,31,1.55,3,8,20,0.4,0,0,0,0.0,Ağız Bakımı,Diş Macunu,1
MST-02601,05306938271,Merve Kaya,Kadın,25-34,AVM,Sonbahar,1,Öğle,207,0.24,85,0.18,4034.78,7,84,35,2.4,0,0,0,0.0,1,28,0,0.0,4,42,20,2.1,4,87,54,1.61,0,0,0,0.0,2,13,29,0.45,5,74,46,1.61,1,14,0,0.0,0,0,0,0.0,Makyaj,Kapatıcı,1
MST-02602,05421545726,Ceren Aslan,Kadın,18-24,AVM,Yaz,0,Gece,3814,0.39,102,0.25,2725.17,8,61,22,2.77,5,40,37,1.08,4,69,46,1.5,1,15,0,0.0,5,78,46,1.7,3,84,46,1.83,4,63,47,1.34,2,57,48,1.19,0,0,0,0.0,0,0,0,0.0,Güneş & Bronzlaşma,Bronzlaştırıcı Yağ,1
MST-02603,05428766824,Defne Kurt,Kadın,25-34,AVM,Yaz,0,Akşam,271,0.42,38,0.19,2366.02,1,22,0,0.0,2,27,19,1.42,1,83,0,0.0,5,43,48,0.9,5,39,54,0.72,1,25,0,0.0,1,25,0,0.0,0,0,0,0.0,4,69,53,1.3,0,0,0,0.0,Makyaj,Eyeliner,0
MST-02604,05359830852,Fatma Koç,Kadın,50+,AVM,İlkbahar,0,Sabah,3678,0.63,6,0.81,1941.95,3,49,20,2.45,5,42,37,1.14,1,44,0,0.0,1,9,0,0.0,1,83,0,0.0,2,28,55,0.51,4,40,52,0.77,0,0,0,0.0,2,4,33,0.12,0,0,0,0.0,El & Ayak Bakımı,El Kremi,0
MST-02605,05521490999,Ece Kılıç,Kadın,25-34,Cadde,Kış,1,Akşam,414,0.81,2,0.8,4030.77,2,36,32,1.12,5,36,50,0.72,1,13,0,0.0,5,20,17,1.18,0,0,0,0.0,0,0,0,0.0,4,22,25,0.88,2,2,45,0.04,5,26,58,0.45,0,0,0,0.0,Güneş & Bronzlaşma,Yüz Güneş Kremi,1
MST-02606,05527200853,Büşra Çetin,Kadın,25-34,AVM,Sonbahar,0,Gece,3468,0.31,74,0.47,2851.9,3,63,20,3.15,1,11,0,0.0,1,72,0,0.0,1,68,0,0.0,2,68,41,1.66,3,85,30,2.83,5,4,15,0.27,4,53,56,0.95,3,35,42,0.83,0,0,0,0.0,Cilt Bakımı,Tonik,0
MST-02607,05308622611,Elif Koç,Kadın,18-24,Cadde,Sonbahar,1,Sabah,4479,0.29,106,0.84,1602.02,3,38,35,1.09,0,0,0,0.0,3,81,15,5.4,5,65,20,3.25,5,52,43,1.21,2,65,51,1.27,5,16,35,0.46,1,70,0,0.0,5,7,49,0.14,0,0,0,0.0,Vücut Bakımı & Banyo,Duş Jeli,1
MST-02608,05529796015,Selin Arslan,Kadın,25-34,Cadde,İlkbahar,1,Akşam,1284,0.3,73,0.98,2289.91,7,40,58,0.69,4,35,41,0.85,5,25,38,0.66,0,0,0,0.0,4,11,16,0.69,4,32,35,0.91,5,55,44,1.25,4,28,47,0.6,1,43,0,0.0,1,42,0,0.0,Vücut Bakımı & Banyo,Banyo Bombası,0
MST-02609,05552303306,Ayşe Yılmaz,Kadın,25-34,Cadde,Kış,1,Gece,4986,0.44,55,0.97,2081.74,10,64,37,1.73,4,85,31,2.74,0,0,0,0.0,5,18,17,1.06,2,83,26,3.19,1,27,0,0.0,3,86,41,2.1,2,81,28,2.89,4,37,17,2.18,0,0,0,0.0,Vücut Bakımı & Banyo,Banyo Bombası,1
MST-02610,05449809210,Esra Kılıç,Kadın,18-24,Cadde,İlkbahar,0,Sabah,1662,0.58,3,0.98,2112.52,2,68,50,1.36,2,37,34,1.09,4,29,32,0.91,4,68,15,4.53,4,89,59,1.51,1,20,0,0.0,5,77,32,2.41,2,77,32,2.41,4,11,51,0.22,0,0,0,0.0,Vücut Bakımı & Banyo,Banyo Bombası,0
MST-02611,05327567304,Tolga Çelik,Erkek,25-34,AVM,Sonbahar,1,Akşam,4014,0.11,66,0.86,1505.5,0,0,0,0.0,3,12,30,0.4,4,1,34,0.03,2,28,21,1.33,1,50,0,0.0,1,28,0,0.0,2,82,47,1.74,0,0,0,0.0,5,23,28,0.82,7,1,57,0.02,Erkek Bakım,Sakal Yağı,0
MST-02612,05423343136,Deniz Doğan,Kadın,18-24,AVM,Sonbahar,1,Öğle,1041,0.8,100,0.3,2903.36,11,14,41,0.34,4,50,56,0.89,4,66,40,1.65,0,0,0,0.0,2,52,33,1.58,2,54,23,2.35,0,0,0,0.0,3,6,22,0.27,5,29,29,1.0,0,0,0,0.0,Vücut Bakımı & Banyo,Vücut Peelingi,1
MST-02613,05325422888,Gizem Aydın,Kadın,50+,AVM,Yaz,0,Öğle,4090,0.93,72,0.15,377.23,5,2,59,0.03,2,25,42,0.6,1,34,0,0.0,4,14,56,0.25,5,50,33,1.52,1,75,0,0.0,2,29,34,0.85,4,56,37,1.51,2,22,41,0.54,0,0,0,0.0,Parfüm,Vücut Spreyi (Body Mist),0
MST-02614,05307424342,Büşra Kurt,Kadın,25-34,AVM,Yaz,1,Akşam,2294,0.86,73,0.83,4004.81,10,63,17,3.71,0,0,0,0.0,2,59,51,1.16,2,40,34,1.18,2,62,40,1.55,1,1,0,0.0,3,21,43,0.49,0,0,0,0.0,4,77,44,1.75,0,0,0,0.0,Ağız Bakımı,Diş Macunu,1
MST-02615,05328128146,Kübra Öztürk,Kadın,18-24,Cadde,Kış,0,Sabah,3713,0.13,26,0.38,1956.98,2,19,26,0.73,3,82,30,2.73,0,0,0,0.0,5,38,48,0.79,0,0,0,0.0,2,73,37,1.97,5,13,27,0.48,1,84,0,0.0,0,0,0,0.0,0,0,0,0.0,Vücut Bakımı & Banyo,Banyo Bombası,1
MST-02616,05441085166,Kübra Kara,Kadın,25-34,Cadde,Sonbahar,0,Akşam,2461,0.57,98,0.4,3633.75,4,78,34,2.29,0,0,0,0.0,2,74,53,1.4,1,17,0,0.0,2,33,36,0.92,3,77,41,1.88,4,27,57,0.47,2,22,46,0.48,1,52,0,0.0,0,0,0,0.0,Güneş & Bronzlaşma,Aloe Vera Jeli,1
MST-02617,05444443571,Gizem Arslan,Kadın,25-34,AVM,Sonbahar,0,Sabah,1343,0.83,48,0.17,3323.29,3,71,33,2.15,2,58,24,2.42,2,82,37,2.22,0,0,0,0.0,0,0,0,0.0,4,20,55,0.36,3,69,53,1.3,0,0,0,0.0,5,77,23,3.35,0,0,0,0.0,Vücut Bakımı & Banyo,Banyo Bombası,1
